property_id,lot_area,land_contour,lot_config,neighborhood,bldg_type,house_style,overall_qual,overall_cond,roof_style,foundation,gr_liv_area,bedroom_abv_gr,fireplaces,yr_sold,sale_condition,lot_frontage,exterior1st,sale_type,fence,garage_type,mas_vnr_type,garage_cars,bsmt_fin_sf1,bsmt_fin_sf2,total_bsmt_sf,porcentaje_sotano_terminado,total_outdoor_space,has_outdoor_space,lot_coverage_pct,garage_age,house_age,years_since_remodel,has_been_remodeled,total_bathrooms,is_noisy,mo_sold_sin,mo_sold_cos,es_temporada_alta,total_living_porch,total_outdoor_deck,has_gas_heating,has_central_air,is_single_kitchen,has_standard_electrical,exter_qual,exter_cond,bsmt_qual,heating_qc,kitchen_qual,fireplace_qu,functional,bsmt_fin_type2,bsmt_exposure,lot_shape,garage_finish,paved_drive,land_slope,alley,log_sale_price,deterioration_index,needs_urgent_repair,edad_efectiva,penalizacion_condicion
493,15578,Lvl,Corner,Gilbert,1Fam,2Story,6,5,Gable,PConc,1456,3,0,2006,Partial,105.0,VinylSd,New,None,Attchd,None,2,0,0,728,0.0,0,0,0.093465143150597,0,0,0,0,2.5,0,0.49999999999999994,-0.86602540378443871,1,0,0,1,1,1,1,4,3,4,4,3,0,7,1,1,2,2,2,2,0,12.059803326028716,3,0,0,0
1197,14054,Lvl,Inside,Gilbert,1Fam,2Story,7,5,Gable,PConc,1863,4,1,2006,Partial,58.0,VinylSd,New,None,BuiltIn,None,3,0,0,879,0.0,117,1,0.13256012523125088,0,0,0,0,2.5,0,-0.50000000000000044,0.86602540378443837,0,0,117,1,1,1,1,4,3,4,5,4,4,7,1,3,2,3,2,2,0,12.297785453453374,2,0,0,0
904,14859,HLS,CulDSac,Gilbert,1Fam,1Story,7,5,Hip,PConc,1670,3,1,2006,Partial,50.0,VinylSd,New,None,Attchd,BrkFace,3,0,0,1670,0.0,204,1,0.11238979742916751,0,0,0,0,2.0,0,-0.86602540378443837,-0.50000000000000044,0,0,204,1,1,1,1,4,3,4,5,4,4,7,1,1,2,2,2,2,0,12.388394202324129,2,0,0,0
545,17104,Lvl,Inside,Gilbert,1Fam,2Story,7,5,Gable,PConc,1496,3,1,2006,Partial,58.0,VinylSd,New,None,Attchd,None,2,554,0,654,0.84709480122324154,124,1,0.087464920486435921,0,0,0,0,3.5,0,-1.0,-1.8369701987210297e-16,0,0,124,1,1,1,1,4,3,4,5,4,4,7,1,3,2,2,2,2,0,12.098849284742149,2,0,0,0
1108,23257,HLS,CulDSac,Gilbert,1Fam,2Story,7,5,Gable,PConc,2021,3,1,2006,Partial,168.0,VinylSd,New,None,BuiltIn,None,2,0,0,868,0.0,100,1,0.086898568173023175,0,0,0,0,2.5,0,-1.0,-1.8369701987210297e-16,0,0,100,1,1,1,1,4,3,5,5,4,4,7,1,1,0,2,2,2,0,12.523525876315125,2,0,0,0
923,10237,Lvl,Inside,Gilbert,1Fam,1Story,6,5,Gable,PConc,1316,3,1,2006,Partial,65.0,VinylSd,New,None,Attchd,None,2,28,0,1316,0.021276595744680851,123,1,0.12855328709582886,1,1,0,1,2.0,1,-0.8660254037844386,0.50000000000000011,0,23,100,1,1,1,1,4,3,4,5,4,4,7,1,1,3,3,2,2,0,12.043494890772815,2,0,1,0
1364,8499,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1412,3,1,2007,Partial,73.0,VinylSd,New,None,BuiltIn,None,2,0,0,616,0.0,36,1,0.16613719261089541,0,1,0,1,2.5,0,1.0,6.123233995736766e-17,0,0,36,1,1,1,1,3,3,4,5,4,4,7,1,1,2,3,2,2,0,11.963567869487337,2,0,1,0
1431,21930,Lvl,Inside,Gilbert,1Fam,2Story,5,5,Gable,PConc,1838,4,1,2006,Normal,60.0,VinylSd,WD,None,BuiltIn,None,2,0,0,732,0.0,140,1,0.083812129502963975,1,1,1,0,2.5,1,-0.49999999999999972,-0.86602540378443882,1,0,140,1,1,1,1,4,3,4,5,3,4,7,1,3,0,3,2,2,0,12.16597955196373,2,0,0,0
738,10463,HLS,CulDSac,Gilbert,1Fam,2Story,8,5,Gable,PConc,1801,3,1,2006,Normal,72.0,VinylSd,WD,None,Attchd,None,3,0,0,893,0.0,116,1,0.17213036414030392,1,1,1,0,2.5,0,1.2246467991473532e-16,-1.0,1,0,116,1,1,1,1,4,3,4,5,4,4,7,1,1,2,3,2,2,0,12.387977448827787,2,0,0,0
160,19378,HLS,Corner,Gilbert,1Fam,2Story,7,5,Gable,PConc,2462,4,1,2006,Partial,134.0,VinylSd,New,None,Attchd,BrkFace,2,57,0,1392,0.040948275862068964,539,1,0.12705129528331097,0,1,0,1,3.5,0,1.0,6.123233995736766e-17,0,168,371,1,1,1,1,4,3,4,5,4,4,7,1,2,2,2,2,2,0,12.676076274775909,2,0,1,0
535,9056,Lvl,Inside,Gilbert,1Fam,2Story,8,5,Gable,PConc,1414,3,1,2006,Normal,74.0,VinylSd,WD,None,Attchd,None,2,0,0,707,0.0,135,1,0.15613957597173145,2,2,2,0,2.5,0,-0.8660254037844386,0.50000000000000011,0,0,135,1,1,1,1,4,3,5,5,4,4,7,1,3,2,3,2,2,0,12.089538829274222,2,0,0,0
966,10237,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1484,3,1,2007,Partial,65.0,VinylSd,New,None,Attchd,None,2,0,0,783,0.0,72,1,0.14496434502295594,2,2,0,1,2.5,1,-0.49999999999999972,-0.86602540378443882,1,0,72,1,1,1,1,4,3,4,5,4,4,7,1,1,3,3,2,2,0,12.09458226949681,2,0,2,0
1128,14572,Lvl,Corner,Gilbert,1Fam,1Story,7,5,Hip,PConc,1530,3,1,2007,Family,182.0,VinylSd,WD,None,Attchd,None,3,1300,0,1530,0.84967320261437906,180,1,0.10499588251441119,3,3,3,0,3.0,0,-0.50000000000000044,0.86602540378443837,0,0,180,1,1,1,1,4,3,4,5,4,4,7,1,3,0,3,2,2,0,12.464583340681674,2,0,0,0
169,8244,Lvl,Inside,Gilbert,1Fam,2Story,7,5,Gable,PConc,1720,3,1,2007,Normal,62.0,VinylSd,WD,None,Attchd,None,2,0,0,840,0.0,148,1,0.20863658418243572,3,3,3,0,2.5,0,0.49999999999999994,-0.86602540378443871,1,0,148,1,1,1,1,4,3,4,5,4,4,7,1,1,2,3,2,2,0,12.119969946476761,2,0,0,0
1389,14892,HLS,CulDSac,Gilbert,1Fam,1Story,9,5,Gable,PConc,1746,3,2,2009,Normal,42.0,VinylSd,WD,None,Attchd,Stone,3,1320,0,1746,0.75601374570446733,240,1,0.11724415793714746,3,3,2,1,3.0,0,-0.8660254037844386,0.50000000000000011,0,0,240,1,1,1,1,5,3,5,5,5,4,7,1,4,2,3,2,2,0,12.841325847671216,2,0,1,0
1129,11796,Lvl,Inside,Gilbert,1Fam,2Story,7,5,Gable,PConc,1959,4,1,2007,Normal,59.0,VinylSd,WD,None,BuiltIn,None,2,0,0,847,0.0,148,1,0.16607324516785352,3,3,2,1,2.5,0,-0.49999999999999972,-0.86602540378443882,1,0,148,1,1,1,1,4,3,4,5,4,4,7,1,3,2,3,2,2,0,12.2783933071098,2,0,1,0
903,7875,Lvl,Inside,Gilbert,1Fam,2Story,7,5,Gable,PConc,1509,3,1,2006,Normal,63.0,VinylSd,WD,None,Attchd,None,2,0,0,783,0.0,75,1,0.19161904761904761,3,3,3,0,2.5,0,-0.49999999999999972,-0.86602540378443882,1,0,75,1,1,1,1,4,3,4,5,4,4,7,1,1,3,3,2,2,0,12.100712129872347,2,0,0,0
1196,8029,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1456,3,0,2008,Normal,51.0,VinylSd,WD,None,Attchd,None,2,0,0,728,0.0,124,1,0.18134263295553618,3,3,3,0,2.5,0,-0.49999999999999972,-0.86602540378443882,1,0,124,1,1,1,1,3,3,4,5,4,0,7,1,1,2,3,2,2,0,12.078239274020289,2,0,0,0
1259,9587,Lvl,Inside,Gilbert,1Fam,SLvl,7,5,Gable,PConc,1166,2,0,2008,Normal,59.0,VinylSd,WD,None,Attchd,Stone,2,655,0,856,0.76518691588785048,212,1,0.12162303118806718,3,3,3,0,3.0,0,-0.49999999999999972,-0.86602540378443882,1,0,212,1,1,1,1,4,3,4,5,4,0,7,1,4,2,3,2,2,0,12.154779351142624,2,0,0,0
617,7861,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1509,3,1,2006,Normal,65.0,VinylSd,WD,None,Attchd,None,2,457,0,783,0.58365261813537672,175,1,0.19196031039307976,4,4,3,1,3.5,0,1.2246467991473532e-16,-1.0,1,0,175,1,1,1,1,4,3,4,5,4,4,7,1,1,2,3,2,2,0,12.118333731222167,2,0,1,0
1225,15384,Lvl,Inside,Gilbert,1Fam,2Story,7,5,Gable,PConc,1490,3,1,2008,Normal,60.0,VinylSd,WD,None,Attchd,None,2,724,0,788,0.91878172588832485,175,1,0.0968538741549662,4,4,3,1,3.5,1,0.8660254037844386,0.50000000000000011,0,0,175,1,1,1,1,4,3,4,5,4,4,7,1,3,2,3,2,2,0,12.122691036591123,2,0,1,0
752,7750,Lvl,Inside,Gilbert,1Fam,2Story,7,5,Gable,PConc,1320,3,0,2007,Normal,65.0,VinylSd,WD,None,Attchd,None,2,0,0,660,0.0,48,1,0.17032258064516129,4,4,4,0,2.5,1,-0.86602540378443837,-0.50000000000000044,0,0,48,1,1,1,1,4,3,4,5,4,0,7,1,1,3,3,2,2,0,11.99535161421452,2,0,0,0
87,11911,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1560,3,1,2009,Normal,122.0,VinylSd,WD,None,BuiltIn,None,2,0,0,684,0.0,138,1,0.13097137100159517,4,4,4,0,2.5,0,1.0,6.123233995736766e-17,0,0,138,1,1,1,1,4,3,4,5,4,4,7,1,3,1,3,2,2,0,12.066810578196666,2,0,0,0
1402,7415,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1593,3,1,2008,Normal,62.0,VinylSd,WD,None,Attchd,None,2,759,0,839,0.9046483909415971,175,1,0.2148347943358058,4,4,4,0,3.5,0,0.86602540378443871,-0.49999999999999978,1,0,175,1,1,1,1,3,3,3,5,3,3,7,1,1,2,3,2,2,0,12.170445467887022,2,0,0,0
910,12589,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1484,3,1,2009,Normal,149.0,VinylSd,WD,None,Attchd,None,2,0,0,742,0.0,60,1,0.11788068949082532,4,4,4,0,2.5,0,1.2246467991473532e-16,-1.0,1,0,60,1,1,1,1,4,3,4,5,4,4,7,1,1,1,3,2,2,0,12.066810578196666,2,0,0,0
823,12394,Lvl,Corner,Gilbert,1Fam,2Story,7,5,Gable,PConc,1733,3,1,2007,Family,65.0,VinylSd,WD,None,BuiltIn,None,2,0,0,847,0.0,148,1,0.13982572212360819,4,4,4,0,2.5,0,-0.8660254037844386,0.50000000000000011,0,0,148,1,1,1,1,4,3,4,5,4,4,7,1,4,2,3,2,2,0,12.323855681186558,2,0,0,0
316,7795,Lvl,Inside,Gilbert,1Fam,2Story,7,5,Gable,PConc,1432,3,1,2009,Normal,71.0,VinylSd,WD,None,Attchd,None,2,425,0,716,0.59357541899441346,151,1,0.18370750481077613,5,5,4,1,3.5,0,-0.49999999999999972,-0.86602540378443882,1,0,151,1,1,1,1,4,3,4,5,4,4,7,1,1,2,3,2,2,0,12.146853285870202,2,0,1,0
1168,10852,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1671,3,1,2006,Normal,58.0,VinylSd,WD,None,Attchd,None,2,786,0,959,0.81960375391032325,38,1,0.1539808330261703,6,6,6,0,3.5,1,0.8660254037844386,0.50000000000000011,0,0,38,1,1,1,1,3,3,4,5,3,3,7,1,1,2,3,2,2,0,12.061046873479915,2,0,0,0
371,8121,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1664,3,1,2006,Normal,65.0,VinylSd,WD,None,Attchd,None,2,0,0,953,0.0,140,1,0.20490087427656692,6,6,6,0,2.5,0,0.49999999999999994,0.86602540378443871,0,0,140,1,1,1,1,3,3,4,5,3,3,7,1,1,2,2,2,2,0,12.057572637211729,2,0,0,0
666,11194,Lvl,Corner,Gilbert,1Fam,2Story,8,5,Gable,PConc,1936,3,1,2006,Normal,106.0,VinylSd,WD,None,Attchd,BrkFace,2,0,0,1406,0.0,312,1,0.17294979453278542,6,6,6,0,2.5,0,-0.50000000000000044,0.86602540378443837,0,0,312,1,1,1,1,4,3,4,5,4,3,7,1,1,2,2,2,2,0,12.348006141418841,2,0,0,0
574,9967,Lvl,Inside,Gilbert,1Fam,SLvl,7,5,Gable,PConc,1430,3,1,2007,Normal,76.0,VinylSd,WD,None,BuiltIn,None,2,0,0,384,0.0,100,1,0.14347346242600581,7,7,7,0,2.5,0,-2.4492935982947064e-16,1.0,0,0,100,1,1,1,1,3,3,4,5,3,3,7,1,1,2,2,2,2,0,12.043553716032399,2,0,0,0
1117,7750,Lvl,Inside,Gilbert,1Fam,SLvl,8,5,Hip,PConc,1419,3,1,2009,Normal,65.0,VinylSd,WD,None,BuiltIn,None,2,353,0,408,0.86519607843137258,120,1,0.18309677419354839,7,7,7,0,3.5,0,1.0,6.123233995736766e-17,0,0,120,1,1,1,1,4,3,4,5,4,3,7,1,1,3,3,2,2,0,12.123234367221169,2,0,0,0
222,8068,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,2267,4,1,2009,Normal,65.0,VinylSd,ConLI,None,BuiltIn,None,2,0,0,1010,0.0,166,1,0.28098661378284578,7,7,7,0,2.5,0,-2.4492935982947064e-16,1.0,0,0,166,1,1,1,1,4,3,4,5,4,3,7,1,1,2,2,2,2,0,12.206072645530174,2,0,0,0
1109,8063,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1690,3,1,2007,Abnorml,65.0,VinylSd,WD,None,Attchd,None,2,0,0,924,0.0,148,1,0.20959940468808136,7,7,7,0,2.5,0,-0.50000000000000044,0.86602540378443837,0,0,148,1,1,1,1,3,3,4,5,3,3,7,1,1,3,2,2,2,0,12.106252310247962,2,0,0,0
256,8738,Lvl,Inside,Gilbert,1Fam,2Story,7,5,Gable,PConc,2291,4,1,2006,Normal,66.0,VinylSd,WD,None,BuiltIn,BrkFace,2,0,0,975,0.0,192,1,0.26218814373998628,7,7,7,0,2.5,0,0.8660254037844386,0.50000000000000011,0,0,192,1,1,1,1,4,3,4,5,4,3,7,1,1,2,3,2,2,0,12.345834587905333,2,0,0,0
448,11214,Lvl,Corner,Gilbert,1Fam,2Story,7,5,Gable,PConc,1886,4,1,2006,Normal,65.0,VinylSd,WD,None,Attchd,None,2,0,0,930,0.0,89,1,0.16818262885678617,8,8,7,1,2.5,0,-0.49999999999999972,-0.86602540378443882,1,0,89,1,1,1,1,4,3,4,4,4,3,7,1,1,2,3,2,2,0,12.205572520488492,3,0,1,0
1456,7917,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1647,3,1,2007,Normal,62.0,VinylSd,WD,None,Attchd,None,2,0,0,953,0.0,40,1,0.20803334596438045,8,8,7,1,2.5,0,-0.86602540378443837,-0.50000000000000044,0,0,40,1,1,1,1,3,3,4,5,3,3,7,1,1,3,2,2,2,0,12.072541252905651,2,0,1,0
235,7851,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1960,4,2,2010,Normal,65.0,VinylSd,WD,None,BuiltIn,None,2,625,0,860,0.72674418604651159,336,1,0.24964972614953509,8,8,8,0,3.5,0,0.49999999999999994,-0.86602540378443871,1,0,336,1,1,1,1,4,3,4,5,4,3,7,1,1,3,3,2,2,0,12.285345826424681,2,0,0,0
1434,10261,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1792,3,1,2008,Normal,93.0,VinylSd,WD,None,Attchd,BrkFace,2,0,0,936,0.0,0,0,0.17464184777312153,8,8,8,0,3.5,0,0.49999999999999994,-0.86602540378443871,1,0,0,1,1,1,1,3,3,4,5,3,3,7,1,1,2,3,2,2,0,12.136186518066006,2,0,0,0
1330,9084,Lvl,Inside,Gilbert,1Fam,2Story,7,5,Hip,PConc,1632,3,1,2006,Normal,63.0,VinylSd,WD,None,Attchd,None,2,0,0,935,0.0,28,1,0.17965653896961692,8,8,8,0,2.5,0,1.2246467991473532e-16,-1.0,1,0,28,1,1,1,1,3,3,4,4,3,3,7,1,1,2,3,2,2,0,12.081076155355488,3,0,0,0
267,11207,HLS,FR2,Gilbert,1Fam,2Story,6,5,Gable,PConc,1511,3,1,2006,Normal,70.0,VinylSd,WD,None,Attchd,None,2,714,0,802,0.89027431421446379,170,1,0.13482644775586686,9,9,9,0,3.5,0,1.2246467991473532e-16,-1.0,1,0,170,1,1,1,1,3,3,4,4,3,3,7,1,3,2,3,2,2,0,12.128111104060462,3,0,0,0
930,13006,Lvl,Corner,Gilbert,1Fam,2Story,7,5,Gable,PConc,2236,4,1,2006,Normal,65.0,HdBoard,WD,None,BuiltIn,BrkFace,2,0,0,964,0.0,0,0,0.17192065200676609,9,9,9,0,2.5,0,-0.50000000000000044,0.86602540378443837,0,0,0,1,1,1,1,3,3,4,4,4,3,7,1,1,2,3,2,2,0,12.310432660854417,3,0,0,0
148,9505,Lvl,CulDSac,Gilbert,1Fam,2Story,7,5,Gable,PConc,2035,3,1,2010,Normal,65.0,VinylSd,WD,None,BuiltIn,BrkFace,2,0,0,884,0.0,192,1,0.21409784324039979,9,9,9,0,2.5,0,0.49999999999999994,-0.86602540378443871,1,0,192,1,1,1,1,4,3,4,5,4,4,7,1,1,2,3,2,2,0,12.312682380588432,2,0,0,0
380,8123,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1800,3,1,2009,Normal,60.0,VinylSd,WD,None,Attchd,BrkFace,2,0,0,982,0.0,163,1,0.22159300750954081,9,9,9,0,2.5,1,1.2246467991473532e-16,-1.0,1,0,163,1,1,1,1,3,3,4,5,3,3,7,1,1,2,3,2,2,0,12.095141084822892,2,0,0,0
132,12224,Lvl,Corner,Gilbert,1Fam,2Story,6,5,Gable,PConc,2054,3,1,2009,Normal,65.0,VinylSd,WD,None,BuiltIn,BrkFace,2,695,0,992,0.70060483870967738,72,1,0.16803010471204188,9,9,9,0,3.5,0,-0.49999999999999972,-0.86602540378443882,1,0,72,1,1,1,1,4,3,4,5,4,3,7,1,1,2,2,2,2,0,12.404923504275338,2,0,0,0
747,8795,Lvl,Inside,Gilbert,1Fam,2Story,7,5,Gable,PConc,2256,4,1,2009,Normal,65.0,VinylSd,WD,None,BuiltIn,None,2,300,0,952,0.31512605042016806,278,1,0.25650938032973281,9,9,9,0,2.5,0,0.86602540378443871,-0.49999999999999978,1,0,278,1,1,1,1,4,3,4,5,4,3,7,1,1,2,3,2,2,0,12.371587084007746,2,0,0,0
1261,24682,Lvl,CulDSac,Gilbert,1Fam,2Story,6,5,Gable,PConc,1675,3,1,2009,Normal,65.0,VinylSd,WD,None,BuiltIn,None,2,0,0,841,0.0,103,1,0.0678632201604408,10,10,10,0,2.5,1,1.2246467991473532e-16,-1.0,1,0,103,1,1,1,1,3,3,4,5,3,3,7,1,1,0,3,2,2,0,12.106252310247962,2,0,0,0
1301,10762,Lvl,CulDSac,Gilbert,1Fam,2Story,7,5,Gable,PConc,1983,3,1,2009,Normal,65.0,VinylSd,WD,None,Attchd,None,2,694,0,978,0.70961145194274033,0,0,0.18425943133246608,10,10,10,0,2.5,0,0.49999999999999994,-0.86602540378443871,1,0,0,1,1,1,1,4,3,4,5,4,3,7,1,1,2,3,2,2,0,12.323855681186558,2,0,0,0
942,8755,Lvl,FR2,Gilbert,1Fam,2Story,7,5,Gable,PConc,2060,3,1,2009,Normal,65.0,VinylSd,WD,GdPrv,BuiltIn,BrkFace,2,772,0,992,0.77822580645161288,168,1,0.23529411764705882,10,10,10,0,3.5,1,1.2246467991473532e-16,-1.0,1,168,0,1,1,1,1,4,3,4,5,4,3,7,1,1,2,2,2,2,0,12.273731294003989,2,0,0,0
1135,8773,HLS,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1600,3,1,2007,Normal,57.0,VinylSd,WD,None,Attchd,None,2,0,0,916,0.0,138,1,0.18237774991451042,10,10,10,0,2.5,0,-0.86602540378443837,-0.50000000000000044,0,0,138,1,1,1,1,3,3,4,4,3,3,7,1,3,2,3,2,2,0,12.037653993905211,3,0,0,0
51,13869,Lvl,Corner,Gilbert,1Fam,2Story,6,6,Gable,PConc,1470,3,0,2007,Normal,65.0,VinylSd,WD,None,Attchd,None,2,182,0,794,0.22921914357682618,75,1,0.10599178022928835,10,10,10,0,2.5,0,-0.49999999999999972,-0.86602540378443882,1,0,75,1,1,1,1,3,3,4,4,3,0,7,1,3,1,3,2,2,0,12.083905011555967,3,0,0,0
335,9042,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1638,3,2,2008,Normal,59.0,VinylSd,WD,None,Attchd,None,2,828,0,943,0.87804878048780488,138,1,0.18115461181154613,10,10,10,0,3.5,0,-0.49999999999999972,-0.86602540378443882,1,0,138,1,1,1,1,3,3,4,4,3,3,7,1,4,2,3,2,2,0,12.165250651009918,3,0,0,0
112,7750,Lvl,Inside,Gilbert,1Fam,SLvl,7,5,Gable,PConc,1430,3,1,2010,Normal,65.0,VinylSd,WD,None,BuiltIn,None,2,250,0,384,0.65104166666666663,180,1,0.18451612903225806,10,10,10,0,2.5,0,0.86602540378443871,-0.49999999999999978,1,0,180,1,1,1,1,3,3,4,5,3,3,7,1,1,2,3,2,2,0,12.100712129872347,2,0,0,0
434,10839,Lvl,Corner,Gilbert,1Fam,2Story,6,5,Gable,PConc,1604,3,1,2008,Normal,100.0,VinylSd,WD,None,Attchd,None,2,0,0,926,0.0,36,1,0.14798413137743335,11,11,10,1,2.5,0,-0.49999999999999972,-0.86602540378443882,1,0,36,1,1,1,1,3,3,4,5,3,3,7,1,1,2,3,2,2,0,12.106252310247962,2,0,1,0
1190,7500,Lvl,Inside,Gilbert,1Fam,2Story,7,5,Gable,PConc,1804,3,1,2010,Normal,60.0,VinylSd,WD,None,Attchd,None,2,0,0,994,0.0,200,1,0.24053333333333332,11,11,11,0,2.5,0,1.2246467991473532e-16,-1.0,1,0,200,1,1,1,1,3,3,3,4,4,3,7,1,1,3,3,2,2,0,12.149502294041779,3,0,0,0
73,10141,Lvl,Corner,Gilbert,1Fam,2Story,7,5,Gable,PConc,1718,3,1,2009,Normal,74.0,VinylSd,WD,None,Attchd,BrkFace,2,0,0,832,0.0,385,1,0.16941130066068436,11,11,11,0,2.5,0,-2.4492935982947064e-16,1.0,0,291,94,1,1,1,1,3,3,4,4,3,3,7,1,1,2,3,2,2,0,12.128111104060462,3,0,0,0
1085,13031,Lvl,Corner,Gilbert,1Fam,2Story,6,5,Gable,PConc,1498,3,1,2006,Normal,65.0,HdBoard,WD,None,Attchd,None,2,592,0,691,0.85672937771345881,359,1,0.11495664185404036,11,11,10,1,2.5,0,-0.49999999999999972,-0.86602540378443882,1,0,359,1,1,1,1,3,3,4,4,3,3,7,1,1,1,3,2,2,0,12.141534124392603,3,0,1,0
405,10364,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1572,3,1,2007,Normal,65.0,MetalSd,WD,None,BuiltIn,None,2,0,0,806,0.0,40,1,0.15167888846005403,12,12,11,1,2.5,0,0.49999999999999994,-0.86602540378443871,1,0,40,1,1,1,1,3,3,4,4,3,3,7,1,1,2,3,2,2,0,12.031719258385396,3,0,1,0
559,21872,HLS,FR2,Gilbert,1Fam,2Story,7,5,Gable,PConc,1446,3,1,2008,Normal,57.0,HdBoard,WD,None,Attchd,None,2,604,0,729,0.82853223593964331,286,1,0.066111923920994881,12,12,11,1,3.0,0,-0.86602540378443837,-0.50000000000000044,0,0,286,1,1,1,1,3,3,4,5,3,3,7,1,4,1,1,2,2,0,12.072541252905651,2,0,1,0
781,7875,Lvl,Inside,Gilbert,1Fam,1Story,7,5,Gable,PConc,1253,3,1,2007,Normal,63.0,HdBoard,WD,None,Attchd,BrkFace,2,0,0,1237,0.0,241,1,0.15911111111111112,12,12,11,1,2.0,0,1.2246467991473532e-16,-1.0,1,0,241,1,1,1,1,3,3,4,4,3,3,7,1,1,3,3,2,2,0,12.078239274020289,3,0,1,0
311,7685,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1501,3,1,2006,Normal,65.0,HdBoard,WD,None,Attchd,BrkFace,2,518,0,697,0.74318507890961261,253,1,0.19531554977228366,13,13,12,1,2.5,0,0.49999999999999994,-0.86602540378443871,1,0,253,1,1,1,1,3,3,4,4,4,3,7,1,1,2,3,2,2,0,12.017330520933296,3,0,1,0
1111,8000,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1658,3,1,2008,Normal,65.0,HdBoard,WD,None,Attchd,None,2,219,0,773,0.2833117723156533,308,1,0.20725,13,13,12,1,3.5,0,1.2246467991473532e-16,-1.0,1,0,308,1,1,1,1,3,3,4,4,3,3,7,1,1,3,3,2,2,0,12.144197241812087,3,0,1,0
85,8530,Lvl,Inside,Gilbert,1Fam,SLvl,7,5,Gable,PConc,1474,3,1,2009,Normal,65.0,HdBoard,WD,None,BuiltIn,BrkFace,2,0,0,384,0.0,192,1,0.17280187573270808,14,14,13,1,2.5,0,0.49999999999999994,-0.86602540378443871,1,0,192,1,1,1,1,3,3,4,4,3,3,7,1,1,2,3,2,2,0,12.034691028774553,3,0,1,0
795,10832,Lvl,Corner,Gilbert,1Fam,2Story,7,5,Gable,PConc,1895,3,1,2008,Normal,65.0,MetalSd,WD,None,Attchd,None,2,0,0,712,0.0,189,1,0.17494460856720828,14,14,12,1,2.5,0,-0.8660254037844386,0.50000000000000011,0,0,189,1,1,1,1,4,3,4,5,4,3,7,1,1,2,3,2,2,0,12.178187442040638,2,0,2,0
1125,9125,Lvl,Inside,Gilbert,1Fam,SLvl,7,5,Gable,PConc,1482,3,1,2007,Normal,65.0,HdBoard,WD,None,Attchd,BrkFace,2,0,0,384,0.0,125,1,0.16241095890410959,15,15,15,0,2.5,0,-0.49999999999999972,-0.86602540378443882,1,0,125,1,1,1,1,3,3,4,4,4,3,7,1,1,2,3,2,2,0,12.007011764731921,3,0,0,0
858,8125,Lvl,Inside,Gilbert,1Fam,2Story,6,5,Gable,PConc,1481,3,1,2009,Normal,65.0,HdBoard,WD,None,Attchd,None,2,0,0,702,0.0,36,1,0.18227692307692309,15,15,14,1,2.5,0,1.0,6.123233995736766e-17,0,0,36,1,1,1,1,3,3,4,4,3,3,7,1,1,3,3,2,2,0,12.066810578196666,3,0,1,0
1019,10784,Lvl,FR2,Gilbert,1Fam,SLvl,7,5,Gable,PConc,1472,3,1,2007,Normal,65.0,HdBoard,WD,None,Attchd,BrkFace,2,0,0,384,0.0,164,1,0.13649851632047477,16,16,15,1,2.5,0,0.49999999999999994,-0.86602540378443871,1,0,164,1,1,1,1,4,3,4,4,4,3,7,1,1,2,2,2,2,0,11.982929094215963,3,0,1,0
96,9765,Lvl,Corner,Gilbert,1Fam,2Story,6,8,Gable,PConc,1470,3,1,2009,Normal,65.0,VinylSd,WD,None,BuiltIn,BrkFace,2,310,0,680,0.45588235294117646,295,1,0.15053763440860216,16,16,16,0,2.5,0,0.86602540378443871,-0.49999999999999978,1,0,295,1,1,1,1,5,4,4,4,3,3,7,1,1,1,3,2,2,0,12.128111104060462,2,0,0,0
